policy_id,reference_column,ref_number,url,error,country,policy_title,error_category
211001609,reference,1,http://www.industrie.gouv.fr/cgi-bin/industrie/frame0.pl?url=/energie/sommaire.htm,"HTTPConnectionPool(host='www.industrie.gouv.fr', port=80): Max retries exceeded with url: /cgi-bin/industrie/frame0.pl?url=/energie/sommaire.htm (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x00000232F17765D0>, 'Connection to www.industrie.gouv.fr timed out. (connect timeout=30)'))",France,Labelling of Electric Ovens and Air Conditioners France (2003),Timeout
211001616,reference,1,https://www.agriculture.gov.au/agriculture-land/farm-food-drought/climatechange/ag-and-land-sectoral-plan,"HTTPSConnectionPool(host='www.agriculture.gov.au', port=443): Read timed out. (read timeout=30)",Australia,Land Sector Package Australia (2011),Timeout
211001650,reference2,2,http://www.meti.go.jp/english/press/2013/0305_06.html,"HTTPConnectionPool(host='www.meti.go.jp', port=80): Read timed out. (read timeout=30)",Japan,Law Concerning the Rational Use of Energy (Energy Conservation Act) (Law No.49) Japan (1979),Timeout
211001699,reference,1,http://www3.epa.gov/otaq/climate/regs-light-duty.htm,"HTTPConnectionPool(host='www3.epa.gov', port=80): Max retries exceeded with url: /otaq/climate/regs-light-duty.htm (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x00000232EFCE0150>, 'Connection to www3.epa.gov timed out. (connect timeout=30)'))",United States of America,Light-duty GHG emissions and fuel consumption standards United States of America (2017),Timeout
211001720,reference,1,https://www.climatechangeauthority.gov.au/sites/default/files/2020-06/submissions/2015/Tim%20Kelly%20-%20attachment.pdf,"HTTPSConnectionPool(host='www.climatechangeauthority.gov.au', port=443): Read timed out. (read timeout=30)",Australia,Energy efficiency Program and The Carbon Neutral Program Australia (2010),Timeout
211001735,reference,1,https://www.industry.gov.au/funding-and-incentives/low-emissions-technologies-for-fossil-fuels/low-emissions-technology-development-fund,"HTTPSConnectionPool(host='www.industry.gov.au', port=443): Read timed out. (read timeout=30)",Australia,Low Emissions Technology Demonstration Fund Australia (2004),Timeout
211001737,reference,1,https://www.dcceew.gov.au/energy/publications/low-income-energy-efficiency-program,"HTTPSConnectionPool(host='www.dcceew.gov.au', port=443): Read timed out. (read timeout=30)",Australia,Low Income Energy efficiency Program Australia (2011),Timeout
211001744,reference,1,https://www.mme.gov.br/luzparatodos/asp/,"HTTPSConnectionPool(host='www.mme.gov.br', port=443): Read timed out. (read timeout=30)",Brazil,Luz para Todos (Ligth for All) Brazil (2003),Timeout
211001745,reference,1,https://www.energyrating.gov.au/sites/default/files/2022-12/200210-lampsprofile_0.pdf,"HTTPSConnectionPool(host='www.energyrating.gov.au', port=443): Read timed out. (read timeout=30)",Australia,MEPS - Compact Fluorescent Lamps Australia (2019),Timeout
211001835,reference,1,https://www.energyrating.gov.au/industry-information/understand-requirements/minimum-energy-performance-standards,"HTTPSConnectionPool(host='www.energyrating.gov.au', port=443): Read timed out. (read timeout=30)",Australia,Minimum Energy Performance Standards (MEPS) for Electric and Gas Appliances Australia (1999),Timeout
211001877,reference,1,https://www.energy.gov.au/related-sites/national-australian-built-environment-rating-system-nabers,"HTTPSConnectionPool(host='www.energy.gov.au', port=443): Read timed out. (read timeout=30)",Australia,NABERS (the National Built Environment Rating System) Australia (2005),Timeout
211001881,reference,1,https://unfccc.int/sites/default/files/2nd_biennial_update_report_republic_of_korea_eng.pdf,"HTTPSConnectionPool(host='unfccc.int', port=443): Read timed out.",Republic of Korea,NRE mandatory use for public buildings Republic of Korea (2004),Timeout
211001910,reference,1,https://www.environment.gov.au/system/files/resources/188756ab-ed94-4a3c-9552-62763ca86a7f/files/national-clean-air-agreement.pdf,"HTTPSConnectionPool(host='www.dcceew.gov.au', port=443): Read timed out. (read timeout=30)",Australia,National Clean Air Agreement Australia (2015),Timeout
211001914,reference,1,https://www.dcceew.gov.au/climate-change/policy/adaptation/ncra,"HTTPSConnectionPool(host='www.dcceew.gov.au', port=443): Read timed out. (read timeout=30)",Australia,National Climate Change Adaptation Framework Australia (2002),Timeout
211001937,reference,1,http://www.procelinfo.com.br/main.asp?Team=%7B505FF883%2DA273%2D4C47%2DA14E%2D0055586F97FC%7D,"HTTPConnectionPool(host='www.procelinfo.com.br', port=80): Max retries exceeded with url: /main.asp?Team=%7B505FF883-A273-4C47-A14E-0055586F97FC%7D (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x00000232EFDAD210>, 'Connection to www.procelinfo.com.br timed out. (connect timeout=30)'))",Brazil,National Electricity Conservation Program - PROCEL Brazil (1985),Timeout
211001961,reference,1,http://observatorio.azc.uam.mx/centro_docu/selectos/docs/Estrategia%20Nacional%20de%20Energia%202012-2026.pdf,"HTTPConnectionPool(host='observatorio.azc.uam.mx', port=80): Max retries exceeded with url: /centro_docu/selectos/docs/Estrategia%20Nacional%20de%20Energia%202012-2026.pdf (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x00000232EFD505D0>, 'Connection to observatorio.azc.uam.mx timed out. (connect timeout=30)'))",Mexico,National Energy Strategy 2012-2026 Mexico (2013),Timeout
211001967,reference,1,https://www.environment.gov.au/protection/air-quality/ambient-air-quality-nepm,"HTTPSConnectionPool(host='www.dcceew.gov.au', port=443): Read timed out. (read timeout=30)",Australia,National Environment Protection (Ambient Air Quality) Measure Australia (1998),Timeout
211001992,reference,1,http://www.nicra-icar.in/nicrarevised/index.php/home1,"HTTPConnectionPool(host='www.nicra-icar.in', port=80): Max retries exceeded with url: /nicrarevised/index.php/home1 (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x00000232F1B32150>, 'Connection to www.nicra-icar.in timed out. (connect timeout=30)'))",India,National Initiative on Climate Resilient Agriculture India (2011),Timeout
211002057,reference,1,http://www.industrie.gouv.fr/energie/recherche/f1e_rech.htm,"HTTPConnectionPool(host='www.industrie.gouv.fr', port=80): Max retries exceeded with url: /energie/recherche/f1e_rech.htm (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x00000232802F4E10>, 'Connection to www.industrie.gouv.fr timed out. (connect timeout=30)'))",France,National Strategy for Research and Development in the field of Energy France (2007),Timeout
211002060,reference2,2,http://strategy2030.midural.ru/sites/default/files/files/razvitiya_lesnogo_kompleksa.pdf,"HTTPConnectionPool(host='strategy2030.midural.ru', port=80): Max retries exceeded with url: /sites/default/files/files/razvitiya_lesnogo_kompleksa.pdf (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x00000232F17D6F10>, 'Connection to strategy2030.midural.ru timed out. (connect timeout=30)'))",Russian Federation,National Strategy of Forestry Development by 2020 Russian Federation (2008),Timeout
211002063,reference,1,https://www.energyrating.gov.au/industry-information/publications/national-strategy-energy-efficiency,"HTTPSConnectionPool(host='www.energyrating.gov.au', port=443): Read timed out. (read timeout=30)",Australia,National Strategy on Energy efficiency (NSEE) Australia (2009),Timeout
211002078,reference,1,https://www.industry.gov.au/about-us/independent-scientific-committee-on-wind-turbines,"HTTPSConnectionPool(host='www.industry.gov.au', port=443): Read timed out. (read timeout=30)",Australia,National Wind Farm Commissioner and Independent Scientific Committee on Wind Turbines Australia (2015),Timeout
